codecommune;Nb_mutations;PrixMoyen_m2
74224;93;3158
95258;6;3157
37203;22;3157
95213;11;3157
77155;42;3157
95612;51;3156
35314;15;3156
84088;52;3156
31273;15;3156
31364;11;3155
74002;30;3155
59368;454;3155
78285;5;3155
77232;18;3154
33394;14;3154
91318;31;3153
95610;3;3153
95572;262;3153
95252;545;3153
78164;4;3153
2A209;10;3152
74015;3;3152
56260;886;3151
33496;22;3151
83008;6;3151
69085;13;3151
84034;20;3150
78269;12;3150
77529;30;3150
74025;9;3150
69299;11;3149
91332;20;3149
38199;1;3149
69051;13;3149
40322;3;3149
50066;78;3148
17385;102;3148
30293;4;3148
31567;1;3148
69179;62;3148
12209;1;3147
77306;5;3146
78383;249;3146
95452;16;3145
78381;15;3145
69291;28;3145
95056;24;3145
74283;9;3144
6066;12;3144
69131;29;3143
11170;399;3143
31163;15;3143
66073;2;3142
5036;6;3142
95218;245;3142
5075;5;3141
5124;1;3140
6071;36;3139
91461;42;3139
69143;100;3138
84118;17;3138
59196;20;3137
69163;48;3137
33141;7;3137
91225;44;3137
34172;1076;3137
83097;11;3136
91435;7;3136
78263;50;3136
5180;2;3135
64282;3;3134
77282;1;3134
2A091;1;3133
60028;5;3133
95658;20;3132
60144;4;3132
4192;12;3132
69017;7;3131
13211;568;3131
73151;22;3131
77513;82;3130
31117;13;3130
60631;18;3130
17140;80;3130
74046;1;3129
30319;8;3128
64540;12;3127
77525;3;3127
33037;18;3126
65322;1;3125
84121;1;3125
32311;2;3125
13005;277;3124
38271;5;3124
91600;82;3123
33417;35;3122
62893;151;3122
33252;7;3122
25307;12;3122
59611;18;3122
91045;102;3122
77251;166;3121
34164;8;3121
82056;1;3120
73274;6;3120
74079;4;3120
95409;18;3119
33051;156;3119
31384;5;3119
69142;109;3119
95641;45;3118
34324;142;3118
13056;329;3117
97118;20;3116
77322;40;3116
77382;59;3116
85294;232;3115
60074;15;3115
31057;7;3115
74067;8;3114
84026;20;3114
34024;38;3114
77323;16;3113
69106;10;3113
66081;1;3110
25318;6;3110
7005;6;3109
83091;59;3109
38433;10;3109
56243;130;3108
13065;23;3108
97221;14;3107
78368;24;3107
76072;1;3106
93074;79;3105
44143;732;3105
31557;90;3105
33330;45;3104
91041;17;3104
73190;2;3104
95277;183;3103
69241;27;3102
97210;18;3101
84089;152;3101
77055;78;3101
74165;3;3101
50532;95;3100
34273;1;3100
61327;6;3100
66085;1;3100
31480;15;3100
95427;151;3099
78076;5;3099
6039;4;3099
34202;33;3098
13057;2;3098
14227;2;3098
26365;2;3098
95594;20;3097
84076;11;3097
6110;8;3097
60100;1;3097
44204;90;3096
31541;8;3096
91148;3;3096
66037;20;3096
69125;12;3096
4104;2;3096
19223;1;3095
83029;8;3095
77104;17;3094
77332;2;3094
95371;71;3094
33414;3;3094
17420;18;3093
83085;13;3093
91457;53;3092
39205;4;3092
91085;37;3091
13098;46;3091
77335;28;3090
74257;2;3090
16050;3;3089
76112;1;3089
77144;5;3089
78609;18;3089
78299;40;3089
60505;13;3088
7031;5;3088
77127;30;3088
1276;12;3087
38133;20;3086
60087;5;3085
74033;27;3085
91602;3;3084
69100;110;3084
1249;96;3083
40042;2;3083
60614;1;3083
34280;4;3082
78185;6;3082
40273;59;3082
59146;38;3081
73222;22;3081
69047;7;3080
34123;41;3080
95509;44;3080
69074;11;3080
77358;6;3080
59356;23;3079
33032;59;3079
77229;35;3079
46126;1;3078
74144;5;3077
97227;33;3076
91243;29;3076
14131;8;3076
93072;154;3075
93078;276;3075
77455;30;3074
34209;59;3074
13009;2;3074
93059;188;3073
69265;8;3073
95690;5;3072
13048;34;3072
38085;2;3072
77366;3;3072
49338;10;3072
31389;24;3071
78505;7;3071
34106;2;3071
56046;30;3070
25293;7;3070
77336;17;3070
31293;2;3070
60139;114;3069
91577;85;3069
91639;13;3068
77254;18;3068
83106;10;3067
34261;3;3067
25486;1;3066
34227;24;3066
59150;3;3066
84051;6;3066
34340;13;3065
38041;1;3064
78206;49;3064
74024;16;3064
40184;176;3064
64086;4;3064
95127;724;3063
40248;20;3063
77352;27;3063
21110;1;3063
83093;7;3063
83057;2;3063
6136;63;3062
34006;5;3061
30093;1;3059
77125;22;3059
2B042;1;3058
31366;3;3058
78497;11;3058
59013;14;3057
13059;26;3056
91386;208;3055
31501;2;3055
44047;293;3055
91345;254;3054
84044;10;3053
77143;51;3052
40277;3;3052
74271;2;3051
31506;91;3051
78120;30;3051
32416;2;3050
95529;12;3050
95042;37;3049
95177;20;3049
17142;62;3048
5134;1;3047
95023;8;3046
34014;10;3046
81080;1;3046
31003;4;3046
31284;6;3046
95181;4;3046
7275;1;3045
2B224;2;3045
84018;4;3044
50580;2;3044
56162;191;3044
78265;30;3043
34157;185;3043
13092;86;3043
93079;38;3043
64558;18;3043
51568;2;3043
73084;2;3041
73273;2;3040
17337;108;3040
83092;9;3040
84090;6;3039
91649;36;3039
66182;5;3038
44069;283;3038
15022;1;3038
29006;19;3038
30185;12;3037
33085;34;3037
94004;186;3037
14202;4;3037
91648;43;3035
74273;10;3035
38129;19;3035
84108;12;3035
7305;6;3035
26288;1;3034
85278;70;3034
6054;29;3034
1450;43;3033
51058;27;3033
78451;17;3033
21590;5;3031
94078;264;3031
97204;13;3031
7173;2;3030
74065;1;3030
77276;28;3029
74235;3;3029
35181;28;3029
69295;3;3029
38206;4;3028
69122;18;3028
62056;8;3028
91235;61;3028
74281;344;3028
59646;309;3028
91634;20;3028
59636;150;3027
84017;18;3026
30013;9;3026
73052;1;3026
26103;2;3025
95102;8;3024
5126;4;3023
17264;49;3023
95110;1;3023
13074;47;3023
91249;58;3023
34043;4;3023
78050;14;3022
31488;76;3022
30136;12;3022
74289;20;3021
5128;5;3021
95351;114;3021
24152;14;3020
5072;7;3020
83049;166;3019
77145;10;3018
31056;12;3017
33454;18;3017
69009;68;3017
91578;5;3017
77226;39;3017
30186;17;3016
34108;445;3016
6043;9;3016
31169;45;3015
2A323;3;3015
95459;12;3015
13003;7;3014
77528;8;3014
84096;5;3013
91552;125;3013
78460;13;3013
60561;2;3013
34307;28;3012
6069;674;3011
91115;46;3011
78327;63;3010
51569;1;3010
78349;5;3010
1142;44;3009
14494;1;3009
78013;1;3009
78053;3;3008
97232;13;3008
34134;10;3008
64160;65;3008
14225;101;3007
73235;34;3007
39441;45;3007
83099;20;3007
95323;194;3006
34179;3;3004
24470;3;3004
33470;5;3004
84065;26;3004
69249;35;3004
33077;25;3003
83086;23;3003
7298;1;3000
27474;1;3000
30195;1;3000
38455;1;3000
42298;1;3000
25240;8;3000
91106;19;3000
77437;41;2999
77477;18;2998
31429;15;2998
70222;2;2998
34176;7;2997
25459;2;2997
93031;384;2997
77154;20;2997
60595;2;2997
44209;112;2995
78310;56;2995
97403;26;2995
77255;25;2995
14500;2;2995
56181;41;2994
33012;42;2994
74078;2;2994
56055;46;2993
60513;34;2993
31259;12;2993
1083;8;2993
91207;63;2992
83124;9;2991
95580;28;2991
66105;6;2990
59182;1;2990
91191;150;2988
60341;23;2988
22353;64;2988
21223;6;2988
13084;33;2986
77349;93;2986
38460;1;2986
33501;33;2985
84055;4;2984
13067;8;2983
34095;26;2983
77259;41;2982
69177;11;2982
95592;28;2982
77248;7;2981
95328;11;2980
33083;8;2980
91186;4;2980
44130;66;2979
73064;20;2979
84010;4;2978
97205;15;2978
77407;227;2978
26196;7;2977
83141;6;2977
1297;7;2977
95388;65;2976
74055;3;2975
33206;7;2975
77533;30;2974
95566;30;2974
14316;3;2973
34272;36;2972
1378;14;2971
2B305;2;2971
31069;78;2971
29058;19;2971
64147;20;2970
38270;5;2970
78087;27;2970
91579;50;2969
77270;8;2969
38117;1;2968
95627;10;2967
31331;1;2967
46007;1;2967
73029;22;2967
14399;9;2966
91037;6;2964
66082;10;2964
69280;9;2964
84059;2;2964
78464;9;2963
34329;31;2963
78096;3;2963
62571;212;2963
38379;1;2962
74141;3;2962
60398;30;2961
1371;16;2961
51418;2;2961
88436;1;2961
95052;175;2961
91405;85;2961
31533;16;2960
65168;5;2960
76317;1;2960
38179;60;2960
31402;8;2960
64187;2;2960
69152;108;2958
73307;29;2957
60432;14;2957
77430;91;2957
77122;315;2957
84114;1;2956
34301;1093;2956
78138;107;2955
2B313;1;2955
78474;8;2955
31113;99;2955
60682;20;2955
44020;264;2954
21315;3;2954
80431;2;2954
73034;19;2953
38528;3;2953
95370;54;2953
76064;4;2952
38537;5;2952
31417;27;2951
30067;10;2951
94001;82;2951
74222;6;2951
83059;13;2951
34035;12;2950
69227;25;2950
74140;16;2950
2A212;3;2950
95510;5;2949
65424;1;2949
95387;1;2949
77192;92;2949
69228;62;2948
73179;44;2948
6146;1;2948
26327;1;2948
64547;71;2948
74208;89;2948
73010;62;2947
84147;15;2947
78033;15;2947
14699;125;2946
38529;31;2946
30334;200;2946
69286;241;2945
91121;12;2945
26326;10;2944
59487;13;2943
76094;1;2943
66208;1;2942
73055;6;2942
91017;18;2941
38545;70;2940
17291;79;2940
91630;36;2940
77427;9;2940
95061;7;2939
69225;4;2939
73141;2;2939
33514;162;2938
84013;3;2938
77175;44;2938
31032;32;2938
33293;33;2937
78072;5;2937
74123;48;2937
60411;15;2936
84036;12;2936
77067;139;2936
13097;41;2936
30110;9;2936
77495;117;2935
78621;235;2935
33554;26;2934
13216;128;2934
59523;24;2934
76085;1;2933
60686;36;2933
81211;1;2932
6092;13;2931
31490;11;2931
60033;13;2931
91159;27;2931
91546;10;2931
25216;1;2931
64227;4;2931
33256;64;2931
61363;2;2931
93071;279;2930
30296;7;2929
47184;5;2929
95058;21;2929
32105;3;2928
77378;57;2928
50165;74;2927
25494;6;2927
31524;1;2927
91507;5;2927
97423;13;2927
1250;17;2927
84084;12;2927
74139;10;2927
95078;30;2926
51150;1;2926
97309;151;2926
80261;17;2926
14110;1;2925
65387;1;2925
2A103;7;2924
59009;582;2924
95250;97;2924
35024;125;2924
31497;11;2924
34163;66;2924
97134;1;2923
34259;10;2923
1054;14;2923
28158;15;2922
38181;11;2922
31150;21;2922
34005;3;2922
80791;6;2922
44074;66;2921
5113;1;2921
34294;11;2920
6022;12;2920
74284;7;2920
77241;29;2920
78402;59;2920
91581;15;2920
4128;2;2919
78391;8;2919
4160;16;2917
66132;4;2917
76415;1;2917
69208;40;2917
91156;28;2917
17064;36;2916
95445;5;2916
47037;1;2916
31088;6;2915
59371;8;2915
65179;1;2915
59073;3;2914
83116;43;2914
17414;50;2914
59195;7;2914
64469;1;2914
60666;19;2913
40266;53;2913
33407;10;2913
4094;124;2912
84119;33;2912
44018;108;2909
26236;1;2907
33029;64;2907
38158;75;2907
93015;73;2906
17230;60;2906
38538;25;2906
78520;11;2906
78305;2;2905
69219;25;2904
78537;94;2903
35270;4;2903
22282;164;2902
44198;139;2902
83018;9;2902
34274;20;2901
34263;1;2901
42089;2;2901
42036;1;2900
56007;212;2899
60138;14;2899
30295;48;2899
40003;2;2899
30011;127;2898
33335;3;2898
84144;4;2898
77094;5;2898
95002;15;2898
33061;9;2897
82126;9;2897
77284;684;2897
95142;39;2896
74075;4;2896
77269;39;2896
30297;13;2895
83021;4;2895
30352;25;2894
31462;15;2894
38501;21;2894
25321;26;2894
31161;6;2893
9319;1;2893
13209;666;2893
74256;154;2893
42315;2;2893
2B037;2;2892
30299;23;2891
91204;11;2891
78522;15;2891
26039;5;2890
83139;4;2890
74255;15;2890
33180;2;2889
73309;1;2889
74295;2;2889
77008;17;2889
77138;10;2888
66171;24;2887
30018;4;2887
56054;48;2886
6074;20;2886
38070;10;2886
74038;17;2885
91200;155;2885
64504;7;2885
33049;22;2885
95365;11;2885
91129;48;2885
30014;16;2884
39114;3;2884
91340;88;2883
78171;25;2883
27307;2;2883
62338;14;2882
59034;32;2882
33201;12;2881
31446;73;2880
31216;1;2880
38081;1;2880
13205;601;2879
76548;1;2879
81176;1;2879
33397;41;2879
60277;4;2878
31184;12;2877
30209;53;2877
59522;32;2876
84133;23;2875
22054;119;2875
29171;7;2875
44094;32;2874
56168;33;2874
51081;2;2874
26182;10;2874
33483;60;2874
38166;2;2874
25482;1;2873
84040;2;2872
69020;5;2871
30148;3;2871
6050;6;2871
59025;18;2870
83072;28;2869
77330;90;2869
28355;4;2869
83064;16;2868
91232;66;2866
33363;46;2866
30073;25;2865
95487;111;2865
7322;12;2865
59602;13;2864
33165;48;2864
44158;92;2864
1448;2;2864
78208;416;2864
30340;5;2864
74192;12;2864
77179;15;2862
38263;1;2862
91540;71;2862
66126;6;2861
84066;2;2861
84008;10;2860
26197;20;2860
35210;163;2858
31526;28;2858
34213;75;2858
30228;25;2858
83133;2;2858
2262;1;2857
50135;2;2857
70217;1;2857
73137;9;2857
1254;4;2857
63241;2;2857
73040;3;2856
69005;7;2856
32178;1;2856
1049;26;2855
78565;7;2854
77453;13;2854
77534;13;2854
31563;4;2853
91095;35;2853
7062;3;2853
38454;5;2852
51518;4;2852
91240;5;2852
95170;4;2852
77034;10;2851
91086;151;2851
31230;15;2851
63456;2;2851
34116;36;2850
77001;24;2850
14261;5;2850
31424;49;2849
77107;75;2848
59638;14;2848
77047;13;2848
91659;68;2848
17413;11;2848
85114;151;2848
35241;46;2847
73262;1;2847
17391;16;2847
77296;195;2846
66008;17;2846
78291;32;2846
85164;83;2846
25139;2;2846
38059;13;2845
34078;18;2845
17452;84;2845
95395;11;2845
36204;1;2842
51115;7;2842
77128;18;2842
21297;2;2842
73299;1;2841
77236;2;2841
77493;19;2841
30217;94;2841
91179;64;2841
77040;39;2841
13024;16;2840
74035;3;2839
21481;5;2839
38071;9;2839
74237;11;2838
76377;15;2838
59386;130;2838
93030;35;2838
77326;66;2837
49035;70;2837
17109;17;2836
56155;81;2835
66093;3;2834
77485;12;2834
84077;1;2834
40292;16;2834
38316;3;2834
7196;2;2834
66098;6;2833
4021;1;2833
5078;1;2833
2A056;1;2833
62821;1;2833
26194;2;2833
59527;191;2832
5027;1;2832
44043;87;2831
40326;29;2831
78118;39;2831
78677;15;2831
34012;17;2830
4171;1;2830
73031;21;2829
76747;1;2829
84072;28;2828
78403;38;2828
63240;3;2828
76108;118;2827
42085;1;2827
14333;99;2826
81318;1;2826
88332;1;2826
51105;17;2826
5103;4;2826
26146;19;2825
1290;13;2825
65064;1;2824
73077;5;2824
91463;16;2823
30226;9;2823
14682;3;2823
34033;29;2822
4068;4;2822
2A118;1;2822
76036;1;2822
77277;14;2822
73225;13;2821
83031;9;2820
77408;7;2820
78267;95;2820
60598;8;2820
62025;37;2819
66120;1;2818
76670;7;2818
77475;62;2818
60241;8;2817
38548;203;2816
40200;7;2816
77052;3;2815
30001;4;2815
77426;6;2815
30205;4;2814
56195;14;2814
78246;11;2813
74233;13;2813
44071;46;2812
50102;38;2812
91654;9;2812
74048;6;2811
91109;18;2811
81116;8;2811
35055;167;2810
21278;44;2810
77474;11;2810
26342;2;2810
64193;2;2810
5037;5;2809
38335;1;2809
74225;136;2809
1032;13;2809
7268;10;2809
28169;2;2808
31091;24;2807
31186;21;2807
83033;20;2806
38504;5;2806
77222;71;2806
34222;3;2806
33433;90;2806
77484;2;2806
40164;7;2805
95055;8;2805
51282;21;2804
27517;6;2804
25348;8;2804
34143;52;2804
31162;3;2804
45011;1;2803
34203;17;2803
34295;4;2803
25425;3;2802
77463;48;2802
95348;2;2802
33203;139;2801
1353;18;2801
6036;3;2801
37090;2;2801
95166;7;2800
60312;2;2799
78616;20;2799
38020;33;2798
31211;1;2798
7024;7;2798
26360;3;2797
73030;17;2796
30346;23;2796
59106;16;2796
33448;28;2796
13039;115;2796
31271;8;2796
56248;45;2796
77193;3;2795
63203;2;2794
38445;3;2793
95554;15;2792
77185;7;2792
77292;11;2792
26159;1;2791
95355;76;2791
59197;30;2791
33104;89;2790
5063;9;2789
56078;145;2788
78006;17;2788
83056;4;2786
78276;8;2786
64317;12;2786
69159;56;2785
21107;3;2785
97229;77;2785
28036;16;2785
30301;7;2784
26312;9;2784
34087;13;2784
60429;5;2783
13202;265;2783
7280;14;2783
73213;35;2783
31484;13;2782
73191;3;2782
33498;90;2782
60216;2;2782
60185;17;2781
60326;10;2781
77225;4;2781
31157;61;2781
77150;8;2780
44101;62;2780
26346;1;2780
59656;44;2780
44151;113;2780
77442;30;2779
63141;5;2779
42053;16;2779
69290;261;2779
95253;4;2779
60560;6;2779
91100;10;2779
34338;1;2778
71496;4;2778
59252;34;2777
51631;5;2777
7307;8;2777
42206;18;2777
60238;25;2777
77195;9;2777
38513;2;2777
34127;14;2776
51375;4;2776
80160;8;2775
25085;2;2775
48051;6;2775
76564;6;2775
11145;261;2775
91284;15;2774
95116;50;2774
27126;1;2773
64350;3;2773
77369;9;2772
83154;4;2772
33474;41;2772
29190;23;2772
64362;2;2771
11202;413;2771
84137;59;2771
84004;41;2771
1005;18;2770
13201;436;2770
91038;17;2769
78230;7;2769
40021;25;2769
21540;38;2768
33262;47;2768
84070;10;2767
13010;17;2767
14093;1;2767
33015;18;2767
60671;3;2766
80165;1;2766
50076;64;2766
78557;13;2766
74278;49;2765
37124;14;2765
38373;2;2765
77417;2;2765
77295;15;2764
77266;8;2764
4152;47;2764
72366;7;2764
35334;86;2764
59346;37;2764
4241;3;2763
78234;4;2763
65282;12;2762
77462;5;2762
83030;4;2762
60589;27;2761
34249;28;2760
44066;75;2760
84127;20;2759
95026;51;2759
60584;43;2759
31285;3;2759
46076;1;2759
49007;2411;2759
69166;3;2759
14534;4;2759
74178;6;2758
32289;1;2758
60446;49;2758
5164;26;2757
5111;3;2757
14293;5;2757
4207;2;2757
85307;80;2756
7202;3;2755
70013;1;2755
30101;3;2755
77498;4;2754
38540;9;2754
50178;13;2754
95456;11;2753
31467;31;2753
59168;81;2753
26185;3;2752
34332;78;2752
73187;6;2752
56169;52;2752
73281;3;2752
35281;205;2751
19161;4;2750
59247;15;2750
34271;1;2750
65093;1;2750
65205;1;2750
40150;57;2749
24510;8;2749
32019;5;2749
38200;14;2748
31164;2;2748
5046;80;2747
37109;74;2747
83088;10;2747
88492;4;2746
95040;10;2746
34016;4;2746
25204;21;2746
1393;3;2745
21179;4;2745
29293;20;2745
83076;5;2744
14731;7;2744
77394;26;2744
28309;14;2744
60148;5;2744
38225;66;2743
33540;70;2743
95154;3;2743
38331;7;2743
1347;18;2743
83137;2152;2743
35047;248;2743
30075;37;2743
30004;47;2743
26243;8;2742
34118;4;2742
50081;20;2742
34110;10;2741
44166;71;2740
66005;4;2740
97217;27;2739
74001;28;2739
44217;92;2739
33408;5;2739
60321;12;2738
38555;1;2738
83136;6;2738
60639;20;2738
31202;19;2738
77364;2;2738
73018;5;2737
30109;7;2737
83025;3;2737
74312;7;2736
78475;2;2736
28185;17;2735
31250;2;2735
69259;246;2735
30312;23;2733
77339;46;2733
77487;131;2733
69023;19;2733
14024;11;2733
26278;3;2733
25320;8;2732
30043;6;2732
38530;1;2732
37261;1506;2732
30019;47;2731
74109;4;2731
50218;343;2730
30029;15;2730
77389;50;2730
77130;14;2730
76429;52;2730
91047;15;2730
14362;1;2729
91135;21;2729
23120;3;2728
13103;443;2728
60203;3;2728
34321;25;2727
31329;1;2727
33072;1;2727
60217;3;2725
25403;5;2725
60579;8;2725
13066;16;2725
97408;77;2725
77234;7;2724
34125;2;2724
30006;66;2723
74159;17;2723
77308;10;2723
73200;2;2722
31282;37;2722
76481;55;2721
59643;1;2721
30138;16;2721
91161;329;2721
1062;10;2721
44162;796;2721
6016;31;2720
14086;9;2719
74210;6;2719
2A357;2;2719
33070;8;2719
78077;14;2718
60045;10;2718
59256;42;2718
2B120;1;2717
37214;187;2716
84126;7;2716
27603;2;2716
77219;47;2716
95169;11;2716
78601;26;2715
33084;26;2715
59609;24;2713
77082;10;2713
34342;1;2713
7118;2;2713
78307;20;2711
1157;17;2711
1258;11;2711
38153;4;2710
14711;1;2710
78404;4;2710
25510;1;2709
33365;1;2709
33419;1;2709
69050;18;2709
13213;887;2709
51046;11;2709
25157;7;2708
1423;10;2708
25600;1;2707
77344;29;2707
63084;13;2707
84141;48;2706
59352;103;2705
56252;21;2705
54376;5;2705
56013;60;2704
65465;15;2703
17396;16;2703
60060;6;2703
30306;6;2703
42032;12;2703
60088;66;2702
14118;31;2702
1260;4;2702
31409;19;2702
30174;16;2702
14277;1;2701
64256;32;2701
13054;277;2701
91378;4;2700
22325;125;2698
26045;11;2698
95157;2;2698
77014;250;2698
69234;10;2698
35189;34;2697
26275;16;2697
27152;2;2697
59044;70;2697
95584;7;2697
73116;30;2697
1298;2;2697
30206;44;2696
83058;9;2695
83038;1;2695
51119;5;2695
91132;13;2695
74279;42;2695
61400;2;2695
30111;5;2694
56167;19;2694
78417;7;2694
13047;303;2693
51532;3;2693
83066;2;2693
73286;5;2693
25265;7;2692
30278;45;2692
38157;3;2692
29134;4;2691
54553;1;2691
